sensor_index,name,latitude,longitude
27203,Orestiada,41.504707,26.530298
38135,PANACEA_008,41.14249,24.88731
43241,ENV_DUTH_PANACEA2,40.851593,25.873419
43387,ENV_DUTH_PANACEA1,41.12477,25.396202
112240,PANACEA_033,41.14687,24.918509
